preamble,stimulus,is_correct,subject
"This is a hierarchy of effects or sequential model used to explain how advertising works: (A) ADD. (B) AIDA. (C) PESTLE. (D) SWOT.. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",B,marketing
" _____________is an important element in the communication process. It recognizes that successful communications are more likely to be achieved if the source and the receiver understand each other. (A) Personal selling. (B) The realm of understanding. (C) Noise. (D) Feedback.. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",B,marketing
"In the history of marketing, when did the production period end? (A) In the late 1800s. (B) In the early 1900s. (C) After the end of the Second World War. (D) In the 1920s.. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",D,marketing
"The extent to which a service envelops a product varies according to a number of factors. Which of the following is NOT one of the factors? (A) The level of tangibility associated with the type of product. (B) Variations in supply and demand. (C) The way in which the service is delivered. (D) Performance-value.. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",D,marketing
"The owners of independent gasoline stations in a community meet secretly and agree to keep their prices high to protect their profitability. If their plan is discovered and they are charged with a crime, they could be (A) found guilty under the Sherman Antitrust Act and face prison time (B) found guilty under the Magnuson-Moss Warranty Act and face large fines (C) found guilty under the Adamson Act and face prison time and fines (D) found not guilty because retailers are allowed to set their own price levels. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",A,marketing
" The term 'marketing mix' describes: (A) A composite analysis of all environmental factors inside and outside the firm. (B) A blending of four strategic elements to satisfy specific target markets. (C) A series of business decisions that aid in selling a product. (D) The relationship between a firm's marketing strengths and its business weaknesses.. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",B,marketing
"__________ have the potential to control the type and flow of information to the organization and the members of the DMU. (A) Buyers. (B) Users. (C) Initiators. (D) Gatekeepers.. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",D,marketing
" An imbalance between a consumer's actual and desired state in which recognition that a gap or problem needs resolving is called: (A) An attitude. (B) Motive development. (C) A self-concept. (D) Product evaluation.. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",B,marketing
" Which of the following is not an element of the marketing mix? (A) Promotion. (B) Target market. (C) Product. (D) Pricing.. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",B,marketing
" Providing free samples of perfumes (scent) in magazines is an example of which of the following? (A) Operant conditioning. (B) Social learning. (C) Behavioural learning. (D) Classical conditioning.. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",D,marketing
"Why is market segmentation carried out? (A) By grouping together customers with similar needs, it provides a commercially viable method of serving these customers. (B) To break down large markets into smaller markets. (C) To provide an opportunity to surpass competitors. (D) To allow the achievement of greater market share.. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",A,marketing
" There are three main types of buying situations in an organization, referred to by Robinson, Faris, and Wind (1967) as _____________. (A) Buyclasses. (B) Repeat purchases. (C) Buyphases. (D) Tenders.. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",A,marketing
"Where the winning bidder obtains an unprofitable contract that he/she is duty bound to deliver because their bid price was set so low, this is known as: (A) Winner's curse. (B) Winner's price. (C) Winner's reward. (D) Loss-leader pricing.. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",A,marketing
"This allows us to determine how the quantity of an offering relates to the price at which it is offered: (A) Price elasticity. (B) Price bundling. (C) Price inelasticity. (D) Price inflation.. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",A,marketing
" ________________ occur(s) where there is no prior history of exchange and no future exchanges are expected between a buyer and seller. (A) Relationship marketing. (B) Service mix. (C) Service failure. (D) Market exchanges.. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",D,marketing
"A method of marketing by electronic mail wherein the recipient of the message has consented to receive it is called: (A) Search marketing. (B) Permission-based email marketing. (C) Internet advertising. (D) Social web marketing.. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",B,marketing
" Collectively organizations that combine to enable offerings to reach end users quickly and efficiently constitute a marketing channel, are sometimes referred to as a: (A) Vehicle. (B) Distribution channel. (C) Courier. (D) Transportation.. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",B,marketing
" Which of the following are the three broad groups of organizational characteristics segmentation criteria? (A) Organizational size, industry type, and gender. (B) Psychographics, purchaser, and behavioural criteria. (C) None of the above. (D) Organizational size, industry type, and geographical location.. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",D,marketing
"Which of the following is the name for a coupon that is included in a package for later purchase? (A) a free-standing coupon (B) an instant-redemption coupon (C) a rebate coupon (D) a bounce-back coupon. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",D,marketing
" Advertising is employed as a defence, to retain customers, and to increase brand usage. Advertising is used to reinforce existing attitudes, not necessarily to drastically change them. This idea is based on: (A) Strong theory. (B) ATR framework. (C) DRIP model. (D) Weak theory.. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",D,marketing
