preamble,stimulus,is_correct,subject
"In a Robertsonian translocation fusion occurs at the: (A) centromeres. (B) telomeres. (C) histones. (D) ends of the long arms.. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",A,medical_genetics
"Zinc finger proteins and helix-turn-helix proteins are (A) involved in the control of translation (B) types of DNA-binding proteins (C) components of ribosomes (D) part of the hemoglobin in blood cells. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",B,medical_genetics
"If the frequency of males affected with an X-linked recessive condition in a human population is .10 (one in ten), what will be the expected frequency of affected females? (A) 0.01 (B) 0.001 (C) 0.02 (D) 0.0001. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",A,medical_genetics
"In DNA adenine normally pairs with: (A) cytosine. (B) guanine. (C) uracil. (D) thymine.. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",D,medical_genetics
"The pattern of inheritance shown by malignant hyperthermia (hyperpyrexia) is: (A) autosomal recessive. (B) autosomal dominant. (C) X-linked dominant. (D) X-linked recessive.. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",B,medical_genetics
"Mapping of human chromosomes: (A) has been restricted to the sex chromosomes because of small family sizes (B) has determined that the number of linkage groups is about twice the number of chromosomes (C) has demonstrated that almost all of the DNA is involved in coding for genes (D) proceeded much more successfully as large numbers of DNA markers became available.. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",D,medical_genetics
"Intergenerational transmission to offspring can occur as a result of parental exposures to ______. (A) war (B) all of these (C) natural disasters (D) hunger. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",B,medical_genetics
"Asp235Phe in a molecular report indicates that: (A) asparagine has been replaced by phenylalanine. (B) aspartic acid has been replaced by phenylalanine. (C) phenylalanine has been replaced by asparagine. (D) phenylalanine has been replaced by aspartic acid.. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",B,medical_genetics
"The risk of abnormality in the child of a mother with untreated phenylketonuria is: (A) Almost 100% (B) 1% (C) 10% (D) 25%. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",A,medical_genetics
"Exon skipping is associated with: (A) nonsense mutations. (B) RNA processing mutations. (C) regulatory mutations. (D) silent mutations.. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",B,medical_genetics
"Which of the following is not a chromosome instability syndrome? (A) Ataxia telangiectasia (B) Fanconi anaemia (C) Bloom syndrome (D) Klinefelter syndrome. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",D,medical_genetics
"Normal adult haemoglobin (Hb A) consists of: (A) two α and two γ (gamma) chains. (B) two α (alpha) and two β (beta) chains. (C) two α and two δ (delta) chains. (D) four γ chains.. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",B,medical_genetics
"In a condition such as schizophrenia the recurrence risk will be greatest for which of the following relatives of an affected individual? (A) Nephew (B) Grandchild (C) Aunt (D) Brother. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",D,medical_genetics
"The mutation in sickle-cell disease consists of: (A) a deletion. (B) a point mutation. (C) a duplication. (D) an insertion.. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",B,medical_genetics
"Which of the following is an example of monosomy? (A) 46,XX (B) 45,X (C) 47,XXX (D) 69,XYY. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",B,medical_genetics
"QTL analysis is used to (A) identify chromosome regions associated with a complex trait in a genetic cross (B) determine which genes are expressed at a developmental stage (C) map genes in bacterial viruses (D) identify RNA polymerase binding sites. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",A,medical_genetics
"What would be the frequency of AABBCC individuals from a mating of two AaBbCc individuals? (A) 1.0/32 (B) 1.0/128 (C) 1.0/256 (D) 1.0/64. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",D,medical_genetics
"It is currently estimated that there are ______ human protein-coding genes although this estimate may be reduced over time. (A) 10,000–15,000 (B) 29,000–30,000 (C) 100,000 (D) 19,000–20,000. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",D,medical_genetics
"With which of the following relatives is an individual most likely to share a common HLA haplotype? (A) Sister (B) Father (C) Mother (D) Son. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",A,medical_genetics
"Which of the following genes conveys susceptibility for polygenic Alzheimer disease? (A) APP (B) PS1 (C) PS2 (D) APOE. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",D,medical_genetics
"The DiGeorge/Shprintzen syndrome is caused by a deletion in which chromosome? (A) 22 (B) 4 (C) 7 (D) 15. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",A,medical_genetics
"X-chromosome inactivation (A) takes place in humans so that the same X chromosome is inactive in all of the cells of a female (B) results in genetically turning off one of the two X chromosomes in female mammals (C) is the cause of the Y chromosome being genetically inactive (D) occurs in fruit flies but not in mammals. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",B,medical_genetics
