preamble,stimulus,is_correct,subject
"Aesthetics deals with objects that are_____. (A) not essential to our existence (B) essential to our existence (C) unimportant to most people (D) rarely viewed. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",A,philosophy
"For Socrates, an unexamined life is a tragedy because it results in grievous harm to _____. (A) the state (B) the soul (C) the justice system (D) the body. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",B,philosophy
"According to Kant, nothing can be called “good” without qualification except _____. (A) a good will (B) right action (C) good consequences (D) happiness. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",A,philosophy
"Plato's view is that true beauty is _____. (A) found in everyday objects (B) not of this world (C) nonexistent (D) everywhere in the natural world. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",B,philosophy
"In Aristotle’s terminology, incontinence is when: (A) one does not know that one’s actions are wrong. (B) one knows that one’s actions are wrong, but does them anyway. (C) one knows that one’s feelings are inappropriate, and does not act on them. (D) one does the right action, but for the wrong reason.. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",B,philosophy
"Nagel claims that most skeptical arguments: (A) grow from the consistent application of ordinary standards. (B) are the result of applying arbitrarily stringent standards. (C) are based on linguistic confusions. (D) are logically self-refuting.. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",A,philosophy
"Rawls conceives of the original contract as one to: (A) establish the principles of justice for the basic structure of society. (B) enter a particular society. (C) set up a particular form of government. (D) establish the content of morality.. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",A,philosophy
"According to Singer, compliance with his principle requires: (A) modest changes to our personal habits, but not to our society as a whole. (B) drastic changes to both our personal habits and to our society. (C) modest changes to our personal habits, as well as to society. (D) drastic changes to our personal habits, but not to our society.. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",B,philosophy
"For Socrates, the soul is harmed by lack of _____. (A) wealth (B) knowledge (C) community (D) courage. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",B,philosophy
"According to Kant, morality requires us to: (A) perform the action that leads to the greatest total happiness. (B) act only on maxims that we can will to become universal laws. (C) behave only in such a way as a perfectly virtuous person would behave. (D) place the interests of others above the interests of ourselves.. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",B,philosophy
"According to Gauthier, the basis of morality is: (A) the agreement of rational persons choosing the terms of their interaction. (B) maximizing the utility of all sentient beings. (C) God’s commands. (D) the purposive order of nature.. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",A,philosophy
"Anscombe claims that it is not profitable to do moral philosophy until we have an adequate philosophy of: (A) religion. (B) physics. (C) psychology. (D) art.. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",C,philosophy
"Mill claims that one of the strongest objections to utilitarianism is drawn from the idea of: (A) duty. (B) justice. (C) virtue. (D) supererogation.. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",B,philosophy
"Berkeley asserts that existing and perceiving are _____. (A) both nonexistent (B) one and the same thing (C) two distinct things (D) imaginary. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",B,philosophy
"According to Rawls, the term “justice as fairness” conveys the idea that the principles of justice are agreed to in an initial position that is _____. (A) fair (B) rational (C) artificial (D) constitutional. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",A,philosophy
"Berkeley believes that sensible things cannot exist except in _____. (A) absolute existence (B) a mind (C) material substance (D) a material universe. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",B,philosophy
"Singer claims that his argument upsets the traditional distinction between: (A) egoism and altruism. (B) rights and privileges. (C) duty and charity. (D) positive and negative rights.. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",C,philosophy
" In his discussion of the Divided Line, Plato says that, in contrast to mere belief or opinion, knowledge is a belief for which we give reasons or justifications by appealing: (A) to what our senses reveal to us about how things appear to us, not how they  really are. (B) beyond the Forms to images of goodness, beauty, and truth obtained from particular objects. (C) beyond sense experience to unchanging ideas (Forms) that are perceived as rationally ordered. (D) to what we sincerely believe is true about the Forms based on our experiences in the world.. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",C,philosophy
"What was Clarence Darrow's belief about life's meaning? (A) Life was hard but worthwhile. (B) Life was uncertain but ultimately rewarding. (C) Life was not worthwhile. (D) Life was meaningful for most people.. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",C,philosophy
"Stevenson’s primary aim in this paper is to: (A) provide an account of what makes right actions right. (B) establish which things are good in themselves. (C) make ethical questions clear. (D) develop a theory of good moral character.. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",C,philosophy
"According to Moore, we are thinking about good whenever we think about: (A) pleasure. (B) intrinsic value. (C) things that we desire. (D) none of the above.. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",B,philosophy
"Baier argues that genuine moral rules: (A) make take into account the interests of all sentient beings. (B) must take into account the interests of all living beings. (C) must be for the good of human beings. (D) are primarily directed toward promoting self-interest.. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",C,philosophy
"Nussbaum claims that to many current ethical theorists, turning to an ethical approach based on the virtues is connected with a turn toward: (A) relativism. (B) rationalism. (C) empiricism. (D) absolutism.. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",A,philosophy
"Philosophy is concerned primarily with identifying beliefs about human existence and evaluating arguments that support those beliefs.  These activities can be summarized in two questions that drive philosophical investigations: (A) why should we bother? and what are the consequences of our believing one thing over another? (B) what do you mean? and how do you know? (C) who really believes X? and how can we explain differences in people's beliefs? (D) how do philosophers argue? and are their differences important?. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",B,philosophy
"Epictetus claims that things within our power are __________ and things not in our power are __________. (A) free and unhindered; free and unhindered (B) free and unhindered; servile and subject to hindrance (C) servile and subject to hindrance; free and unhindered (D) servile and subject to hindrance; servile and subject to hindrance. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",B,philosophy
"Hume divides our perceptions into two categories: (A) impressions and ideas. (B) sensations and emotions. (C) static and dynamic. (D) simple and complex.. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",A,philosophy
"Aristotle says  that what makes things be what they are--their essence--does not exist apart from individ-uals that exist in the world.  So if all the members of a species were destroyed, then their essence or form: (A) would likewise be destroyed. (B) would be destroyed only if there were no one around to remember the species. (C) would continue existing (as with Plato's Forms) in some other realm of being. (D) would not be destroyed because there was no essence or form originally to be destroyed; there are only individuals, not universal essences or natures of things.. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",A,philosophy
"According to Socrates, an unexamined life is not worth living; and it certainly could not be a virtuous life.  Why not? (A) Because without knowing the rationale for why one should act in a particular way, one does not know whether actions are justified and ought to be repeated. (B) Because if someone did not know how to act virtuously, he or she would still be considered virtuous by others who also did not know the principles for good living. (C) Because since Socrates was a philosopher, he of course thought that people who examined their lives philosophically were more virtuous than those who did not. (D) Because a virtuous life would be one in which someone does what the rest of the society says is right, and that means examining views other than one's own.. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",A,philosophy
"There is no rationale for myth because it is through myth that reason itself is defined.""  This means that: (A) mythos is ultimately based on logos, just as myth is ultimately based on reasoning or thinking. (B) myth does not ""explain"" how things are related as much as it simply reveals them as related. (C) metaphysicians are justified in reasoning as they do because there is only one true answer about being. (D) myth and reason are the same: ""myth"" defines ""reason,"" and ""reason"" defines ""myth."". Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",B,philosophy
"According to Epicurus, a law is unjust when: (A) it is not in accordance with natural law. (B) it is not beneficial to those it affects. (C) it is not in accordance with the traditions of society. (D) it is offensive to the gods.. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",B,philosophy
"Leo Tolstoy says that art is _____. (A) form (B) representation (C) expression (D) abstract. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",C,philosophy
"Aquinas holds that the last end of man is: (A) pleasure. (B) the satisfaction of desire. (C) happiness or beatitude. (D) freedom from anxiety.. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",C,philosophy
"According to Kant, the supreme principle of morality is: (A) analytic and a priori. (B) analytic and a posteriori. (C) synthetic and a priori. (D) synthetic and a posteriori.. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",C,philosophy
"Epicurus claims that all other virtues spring from: (A) temperance. (B) prudence. (C) justice. (D) courage.. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",B,philosophy
"According to Butler, it is impossible to: (A) approve of the actions of others without imitating them. (B) do something of which one does not oneself approve. (C) do that which is good and not to approve of it. (D) be motivated by genuine benevolence.. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",C,philosophy
"The systematic use of critical reasoning to try to find answers to fundamental questions about reality, morality, and knowledge is called _____. (A) the argumentative method (B) propositional logic (C) the philosophical method (D) syllogistic reasoning. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",C,philosophy
"According to Mill, to determine whether one pleasure is more valuable than another, we must _____. (A) determine which one is objectively most pleasurable (B) determine which pleasure most experienced people prefer (C) consult philosophers of the past (D) consult science. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",B,philosophy
"According to Hobbes, the definition of injustice is _____. (A) disobedience to a sovereign (B) failure to abide by a contract (C) disobedience to God's law (D) failure to respect inherent rights. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",B,philosophy
"Kant claims that the natural purpose of reason is to: (A) produce a good will. (B) produce happiness. (C) produce pleasure. (D) produce knowledge.. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",A,philosophy
"Hare claims that the two essential features of the logic of moral judgments are: (A) consequentialism and hedonism. (B) contractualism and rule-following. (C) universalizability and prescriptivity. (D) consistency and coherence.. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",C,philosophy
"Mill defines “utility” as: (A) pleasure and the absence of pain. (B) usefulness for some craft. (C) usefulness to society. (D) it promotes the interests of all and does not harm anyone.. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",A,philosophy
"To Kant, making a lying promise would be wrong because _____. (A) lying to people can cause them harm (B) lying to people harms society (C) you could not consistently will that everyone should make lying promises (D) most people condemn the practice. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",C,philosophy
"How does Stevenson respond to the objection that his theory does not account for the kind of goodness that is objective and is known a priori? (A) He claims to have proven that such a property does not exist. (B) He claims to have offered an account of just such a property. (C) He claims he does not understand such a property. (D) None of the above.. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",C,philosophy
"Wolf claims that interpreting Kant’s ethics so that it consists of a finite set of constraints: (A) yields an unattractive picture of moral sainthood. (B) implausibly places an “upper bound” on moral worthiness. (C) yields a theory that is too demanding. (D) transforms the theory into a form of contractarianism.. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",B,philosophy
"The famous statement “An unexamined life is not worth living” is attributed to _____. (A) Aristotle (B) Socrates (C) John Locke (D) Plato. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",B,philosophy
"Paley maintains that the key difference between the “contrivance” of a watch and that of nature is that the latter is _____. (A) greater and grander (B) simpler (C) more natural (D) older. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",A,philosophy
"Concerning the relationship between morality and theology, Bentham claims that: (A) we must first know whether something conforms to God’s will before we can know that it is right. (B) God exists, but does not concern himself with matters of morality. (C) we must first know whether something is right before we can know whether it conforms to God’s will. (D) God does not exist.. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",C,philosophy
"For the soft determinist, to say that you could have done otherwise is to say that you would have done otherwise if _____. (A) your desires were always the same (B) your desires were completely under your control (C) your desires had been different (D) your desires played no role in your decisions. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",C,philosophy
"According to Ross, our prima facie duties: (A) are self-evident. (B) can be proven. (C) cannot be known. (D) are not objective.. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",A,philosophy
"According to Rawls, behind the veil of ignorance, the principles of justice are _____. (A) the result of a fair agreement or bargain (B) the result of coercion (C) impractical (D) chosen arbitrarily. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",A,philosophy
"In Aquinas’s view, man’s ultimate happiness consists in: (A) pleasure (B) contemplating God. (C) acts of the moral virtues. (D) loving God.. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",B,philosophy
"Taurek claims that if faced with the choice between saving the life of X or the arm of Y: (A) neither a nor b. (B) Y is obligated to choose saving the life of X. (C) we are obligated to choose saving the life of X. (D) both a and b.. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",A,philosophy
"Wolf argues that the unattractiveness of the moral saint: (A) neither a nor b. (B) gives us reason to abandon utilitarianism. (C) gives us reason to abandon Kantianism. (D) both a and b.. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",A,philosophy
"Plato's suggestion that knowledge is innate or remembered as a result of being triggered by experience is in response to a paradox he sets up for himself.  The paradox, now referred to as Meno's Paradox, has to do with the question of: (A) how anyone can recognize the correct answer to a question without already knowing the answer. (B) how a person can remember anything about the realm of the Forms after the shock of being born into this world. (C) how knowledge of the Forms can ever be anything other than a generalization of experience. (D) how concepts bound to the realm of becoming have meaning only when associated with the realm of Being.. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",A,philosophy
"Gauthier claims that there is nothing for practical rationality to be besides: (A) moral justification. (B) epistemic justification. (C) deliberative justification. (D) an illusion.. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",C,philosophy
"Socrates' claim that ""the unexamined life is not worth living"" is often cited as a central theme in the activities of people.  By it, Socrates is typically understood to mean that: (A) simply doing whatever everyone else does without thinking about why we should do what we do can hardly be thought of as worthwhile, noble, or admirable. (B) it is sometimes simply not worth all the effort of examining life and its problems in great detail; sometimes it is better simply to ""go with the flow."" (C) while taking a reflective attitude toward life is interesting and even sometimes important, most of what makes life worth living is not worth examining. (D) it is a waste of time to sit around thinking about whether life is worth living; we should leave such reflection to talk-show hosts, political figures, and religious leaders.. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",A,philosophy
"Nagel claims that the problem of moral luck is closely connected to the problem of: (A) freedom of the will. (B) the existence of God. (C) psychological egoism. (D) universals.. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",A,philosophy
"Is there anything you would be willing to die for?"" is a philosophical question insofar as: (A) it does not have any right or wrong answer because it is a meaningless question. (B) it is a meaningless question because everyone could have a different answer to it. (C) it forces us to articulate and justify our beliefs about what we know and ought to do. (D) it is more concerned with one's religious beliefs than with factual claims about the world.. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",C,philosophy
"Hume defines virtue as: (A) a tendency to maximize happiness. (B) whatever mental action or quality gives a spectator a sentiment of approbation. (C) a tendency to pursue justice. (D) whatever mental action or quality brings about the best consequences for all.. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",B,philosophy
"Parfit claims that: (A) it is possible for an outcome to be worse for a particular person than some alternative. (B) both a and b. (C) it is possible for an outcome to be worse than some alternative. (D) neither a. nor b.. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",B,philosophy
"According to Baier’s theory, the second step in assessing whether an action is morally permissible is to find out: (A) whether it is forbidden by a moral rule of one’s group. (B) whether it is forbidden by a law. (C) whether the moral rule forbidding it is a genuine moral rule. (D) whether one can approve of it.. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",C,philosophy
"According to Hume, morality is ultimately based on: (A) reason. (B) sympathy. (C) God’s commands. (D) social agreements.. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",B,philosophy
